No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
2732,bahraich in up,201000,15,2271.0,$0.04,1,42,https://www.tripadvisor.in/Tourism-g2322130-Bahraich_Bahraich_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2733,aquarium near me,201000,4,61104.0,$0.14,1,43,https://www.tripadvisor.in/Attractions-g304554-Activities-c48-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2734,candolim beach in goa,201000,2,61104.0,$0.18,6,23,https://www.tripadvisor.in/Attraction_Review-g306993-d951184-Reviews-Candolim_Beach-Bardez_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Bar
2735,burger,201000,11,9426.0,$0.17,2,61,https://www.tripadvisor.in/Restaurants-g304555-zfd10907-Jaipur_Jaipur_District_Rajasthan-Hamburger.html,Unknown,Unknown,Unknown,Restaurant
2736,bardhaman west bengal,201000,10,5145.0,$0,1,43,https://www.tripadvisor.in/Attractions-g1745275-Activities-Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2737,yavatmal maharashtra,201000,10,9426.0,$0,1,48,https://www.tripadvisor.in/Attractions-g778617-Activities-Yavatmal_Yavatmal_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2738,vasai virar india,201000,7,13245.0,$0.13,2,39,https://www.tripadvisor.in/Tourism-g27117909-Vasai_Virar_Palghar_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2739,miraj,201000,14,1507.0,$0.01,1,61,https://www.tripadvisor.in/Tourism-g12110828-Miraj_Sangli_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2740,new delhi lajpat nagar market,201000,5,61104.0,$0.08,1,21,https://www.tripadvisor.in/Attraction_Review-g304551-d6496443-Reviews-Lajpat_Nagar_Central_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2741,fateh sagar lake,201000,9,13245.0,$0.21,7,45,https://www.tripadvisor.in/Attraction_Review-g297672-d14920336-Reviews-Fateh_Sagar_Lake-Udaipur_Udaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2742,delhi gate,201000,9,6793.0,$0.11,2,39,https://www.tripadvisor.in/Attraction_Review-g1508513-d24178711-Reviews-Delhi_Gate-Chanderi_Ashoknagar_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2743,forum mall,165000,19,1125.0,$0.04,5,49,https://www.tripadvisor.in/Attraction_Review-g297628-d5782152-Reviews-Forum_Neighbourhood_Mall-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2744,janpath market new delhi delhi,201000,2,61104.0,$0.02,1,28,https://www.tripadvisor.in/Attraction_Review-g304551-d2071662-Reviews-Janpath_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2745,janpath market,201000,4,61104.0,$0,1,47,https://www.tripadvisor.in/Attraction_Review-g304551-d2071662-Reviews-Janpath_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2746,lake mansarovar in tibet,201000,10,6793.0,$0.08,4,36,https://www.tripadvisor.in/Attraction_Review-g1221429-d1871187-Reviews-Lake_Manasarovar-Burang_County_Tibet.html,Unknown,Unknown,Unknown,Unknown
2747,khajuraho in india,201000,30,542.0,$0.49,1,38,https://www.tripadvisor.in/Tourism-g297647-Khajuraho_Chhatarpur_District_Madhya_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2748,kashmir baramulla district,201000,8,9426.0,$0,1,36,https://www.tripadvisor.in/Attractions-g12375054-Activities-Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Bar
2749,kasaragod kerala,201000,10,9426.0,$0.17,1,40,https://www.tripadvisor.in/Attractions-g1809068-Activities-Kasaragod_Kasaragod_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2750,madhya pradesh shivpuri,201000,11,6793.0,$0.05,3,43,https://www.tripadvisor.in/Attractions-g1156411-Activities-Shivpuri_Shivpuri_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2751,madhya pradesh khandwa,201000,17,1829.0,$0.10,1,40,https://www.tripadvisor.in/Attractions-g12389657-Activities-Khandwa_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2752,bihar purnea,201000,16,1829.0,$0.12,1,37,https://www.tripadvisor.in/Tourism-g21101491-Purnia_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2753,bidhan nagar road,201000,15,1507.0,$0.14,5,19,https://www.tripadvisor.in/AttractionsNear-g644044-d4142496-Bidhannagar_Road_Station-Durgapur_Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2754,belagavi city,201000,17,2271.0,$0.20,1,29,https://www.tripadvisor.in/Attractions-g737165-Activities-Belgaum_Belgaum_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2755,basti,201000,7,19557.0,$0,1,61,https://www.tripadvisor.in/Tourism-g1490894-Basti_Basti_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2756,bars and pubs near me,165000,5,32562.0,$0.15,5,36,https://www.tripadvisor.in/Restaurants-g304551-zfg11776-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Restaurant
2757,auroville,246000,12,5145.0,$0.43,4,62,https://www.tripadvisor.in/Attraction_Review-g1022761-d12250630-Reviews-Auroville-Auroville_Viluppuram_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2758,cherrapunji meghalaya,201000,50,422.0,$0.25,1,48,https://www.tripadvisor.in/Tourism-g28506836-Cherrapunji_East_Khasi_Hills_District_Meghalaya-Vacations.html,Unknown,Unknown,Unknown,Unknown
2759,cherrapunji,201000,22,1125.0,$0.25,1,61,https://www.tripadvisor.in/Attraction_Review-g668046-d26321935-Reviews-Things_to_do_in_Cherrapunji-Sohra_East_Khasi_Hills_District_Meghalaya.html,Unknown,Unknown,Unknown,Unknown
2760,chandratal,165000,6,32562.0,$0.14,1,60,https://www.tripadvisor.in/Attraction_Review-g3783101-d10720280-Reviews-Chandra_Taal_Lake-Lahaul_and_Spiti_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2761,currency in vietnam,201000,31,422.0,$0.16,1,40,https://www.tripadvisor.in/ShowTopic-g293921-i8432-k14610500-Do_I_need_to_carry_local_currency_with_me-Vietnam.html,Unknown,Unknown,Unknown,Unknown
2762,corbett india,201000,29,442.0,$0.18,21,62,https://www.tripadvisor.in/Attractions-g1152784-Activities-Jim_Corbett_National_Park_Nainital_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2763,rishikesh ram jhula,165000,7,32562.0,$0.02,5,44,https://www.tripadvisor.in/Attraction_Review-g580106-d3370104-Reviews-Ram_Jhula-Rishikesh_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2764,saswad,201000,8,19557.0,$0,3,61,https://www.tripadvisor.in/Tourism-g13457294-Saswad_Pune_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2765,national park jim corbett,246000,13,5145.0,$0.17,20,35,https://www.tripadvisor.in/Attraction_Review-g3997717-d8383183-Reviews-Jim_Corbett_National_Park-Ramnagar_West_Champaran_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2766,motihari motihari,201000,13,3959.0,$0.07,1,23,https://www.tripadvisor.in/Tourism-g2285300-Motihari_East_Champaran_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2767,ramanathapuram,201000,12,3015.0,$0.30,1,61,https://www.tripadvisor.in/Attractions-g12417670-Activities-Ramanathapuram_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2768,kal bhairav temple,165000,11,9426.0,$0,5,44,https://www.tripadvisor.in/Attraction_Review-g679024-d3267985-Reviews-Kal_Bhairav_Temple-Ujjain_Ujjain_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2769,jog falls from shimoga,201000,6,19557.0,$0.04,1,22,https://www.tripadvisor.in/Attraction_Review-g1156205-d1206548-Reviews-Jog_Falls-Shimoga_Shimoga_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2770,mandi near me,165000,5,13245.0,$0.26,5,44,https://www.tripadvisor.in/Restaurants-g1087542-Mandi_Mandi_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Restaurant
2771,lajpat nagar market in delhi,165000,3,61104.0,$0,2,35,https://www.tripadvisor.in/Attraction_Review-g304551-d6496443-Reviews-Lajpat_Nagar_Central_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2772,cherrapunji cherrapunji,201000,13,3959.0,$0.23,1,35,https://www.tripadvisor.in/Tourism-g28506836-Cherrapunji_East_Khasi_Hills_District_Meghalaya-Vacations.html,Unknown,Unknown,Unknown,Unknown
2773,calicut india,165000,11,6793.0,$0.59,1,48,https://www.tripadvisor.in/Tourism-g297635-Kozhikode_Kozhikode_District_Kerala-Vacations.html,Unknown,Unknown,Unknown,Unknown
2774,alipur delhi india,201000,49,422.0,$0.10,2,19,https://www.tripadvisor.in/LocationPhotos-g21139223-Alipur_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2775,7th star,201000,31,422.0,$0,1,28,https://www.tripadvisor.in/Hotel_Feature-g293986-d13344682-zft1-Seventh_Star_Hotel.html,Unknown,Unknown,Unknown,Hotel
2776,bidadi,201000,13,3959.0,$0.11,3,61,https://www.tripadvisor.in/Attractions-g7909305-Activities-Bidadi_Ramanagara_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2777,bardhaman town,201000,9,9426.0,$0.11,1,38,https://www.tripadvisor.in/Attractions-g1745275-Activities-Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2778,world trade park mall,201000,5,13245.0,$0,2,35,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2779,wet n joy,0,10,9426.0,$0,1,12,https://www.tripadvisor.in/Attraction_Review-g23379866-d10431994-Reviews-Wet_N_Joy_Water_Park_Amusement_Park-Mundhaware_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2780,weather of dharamshala himachal pradesh,201000,29,422.0,$0,1,26,https://www.tripadvisor.in/Attractions-g319724-Activities-Dharamsala_Kangra_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2781,wardha maharashtra,201000,11,6793.0,$0,1,48,https://www.tripadvisor.in/Attractions-g2287546-Activities-Wardha_Wardha_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2782,wardha location,201000,16,2271.0,$0.17,1,26,https://www.tripadvisor.in/Attractions-g2287546-Activities-Wardha_Wardha_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2783,fort aguada,201000,10,6793.0,$0.24,7,50,https://www.tripadvisor.in/Attraction_Review-g297604-d320076-Reviews-Fort_Aguada_Beach-Goa.html,Unknown,Unknown,Unknown,Unknown
2784,farrukhabad in up,201000,46,422.0,$0.09,1,30,https://www.tripadvisor.in/Tourism-g8518012-Farrukhabad_Farukkhabad_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2785,tourist attractions bangalore,165000,2,50160.0,$0.04,20,29,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2786,tirupati venkateswara temple,165000,18,1237.0,$0.21,1,42,https://www.tripadvisor.in/Attractions-g297587-Activities-Tirupati_Chittoor_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2787,vizag araku,165000,7,10873.0,$0.43,1,27,https://www.tripadvisor.in/Attraction_Review-g297588-d1203653-Reviews-Araku_Valley-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2788,phuket in thailand,165000,12,7738.0,$0.20,4,44,https://www.tripadvisor.in/Tourism-g293920-Phuket-Vacations.html,Unknown,Unknown,Unknown,Unknown
2789,pahalgam,823000,11,4224.0,$0.15,1,60,https://www.tripadvisor.in/Tourism-g665884-Pahalgam_Anantnag_District_Kashmir_Jammu_and_Kashmir-Vacations.html,Unknown,Unknown,Unknown,Unknown
2790,raniganj,135000,5,16054.0,$0,1,61,https://www.tripadvisor.in/Tourism-g27534843-Raniganj_Bardhaman_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Bar
2791,rajgad fort,165000,8,16054.0,$0,1,47,https://www.tripadvisor.in/Attraction_Review-g12886092-d1897512-Reviews-Rajgad_Fort-Bhor_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2792,purulia west bengal,201000,19,924.0,$0.08,1,33,https://www.tripadvisor.in/Attractions-g2406619-Activities-Purulia_Purulia_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2793,sarojini market in delhi,135000,5,26730.0,$0.04,1,22,https://www.tripadvisor.in/Attraction_Review-g304551-d2462091-Reviews-Sarojini_Nagar_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2794,sarangpur hanuman gujarat,135000,23,841.0,$0.17,1,36,https://www.tripadvisor.in/Attraction_Review-g7321649-d3442306-Reviews-Kashtabhanjan_Hanuman_Mandir-Salangpur_Botad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2795,salon,246000,49,346.0,$0.39,3,83,https://www.tripadvisor.in/Attractions-g1968325-Activities-c40-t325-Pimpri_Chinchwad_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2796,rourkela,135000,10,7738.0,$0,1,61,https://www.tripadvisor.in/Attractions-g1162252-Activities-Rourkela_Sundargarh_District_Odisha.html,Unknown,Unknown,Unknown,Unknown
2797,rose garden,135000,11,4224.0,$0.62,3,48,https://www.tripadvisor.in/Attraction_Review-g303881-d3561559-Reviews-Rose_Gardens-Munnar_Idukki_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2798,shri banke bihari temple vrindavan,135000,10,7738.0,$0.02,2,37,https://www.tripadvisor.in/Attraction_Review-g951350-d3152208-Reviews-Shri_Banke_Bihari_Temple-Vrindavan_Mathura_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2799,thane city maharashtra,165000,33,346.0,$0.11,3,28,https://www.tripadvisor.in/Attractions-g660976-Activities-Thane_Thane_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2800,island of andaman,165000,18,1237.0,$0.09,2,43,https://www.tripadvisor.in/Attractions-g297583-Activities-c57-t20-Andaman_and_Nicobar_Islands.html,Unknown,Unknown,Unknown,Bar
2801,iconic places near me,165000,5,50160.0,$0.08,1,40,https://www.tripadvisor.in/Attractions-g304554-Activities-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2802,kp pune,165000,5,16054.0,$0.23,12,51,https://www.tripadvisor.in/Attraction_Review-g297654-d11924521-Reviews-Koregaon_Park-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2803,jio world convention centre,165000,17,924.0,$0.27,6,36,https://www.tripadvisor.in/Attraction_Review-g304554-d25112063-Reviews-Jio_World_Centre-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2804,manohar international airport,246000,8,4224.0,$0.17,1,43,https://www.tripadvisor.in/Attraction_Review-g2307943-d32749546-Reviews-Manohar_International_Airport-Arambol_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Unknown
2805,city thane,165000,10,7738.0,$0.09,4,23,https://www.tripadvisor.in/Attractions-g660976-Activities-Thane_Thane_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2806,chidambaram temple nataraja,165000,12,5577.0,$0.13,1,36,https://www.tripadvisor.in/Attraction_Review-g297674-d498356-Reviews-Nataraja_Temple_Chidambaram-Tamil_Nadu.html,Unknown,Unknown,Unknown,Bar
2807,burhanpur india,165000,10,5577.0,$0.02,1,22,https://www.tripadvisor.in/Tourism-g1102822-Burhanpur_Burhanpur_District_Madhya_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2808,element mall bangalore,165000,6,7738.0,$0.18,6,22,https://www.tripadvisor.in/Attraction_Review-g297628-d10171032-Reviews-or50-Elements_Mall-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2809,country laos,165000,20,973.0,$0.14,3,44,https://www.tripadvisor.in/Attractions-g293949-Activities-Laos.html,Unknown,Unknown,Unknown,Unknown
2810,ghitorni,165000,51,346.0,$0,5,62,https://www.tripadvisor.in/AttractionsNear-g2185944-d4143119-Ghitorni_Station-Sohna_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
2811,ajanta caves aurangabad,165000,54,346.0,$0.74,15,34,https://www.tripadvisor.in/Attraction_Review-g297649-d23307119-Reviews-Ajanta_Caves-Chhatrapati_Sambhaji_Nagar_Aurangabad_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2812,balaji temple tirupati,165000,13,4224.0,$0.21,1,42,https://www.tripadvisor.in/Attraction_Review-g297587-d3705325-Reviews-Tirumala_Tirupati_Devasthanams-Tirupati_Chittoor_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2813,andaman island india,165000,10,7738.0,$0.11,37,36,https://www.tripadvisor.in/Tourism-g297583-Andaman_and_Nicobar_Islands-Vacations.html,Unknown,Unknown,Unknown,Bar
2814,andaman and nicobar islands india,165000,12,5577.0,$0.11,37,36,https://www.tripadvisor.in/Tourism-g297583-Andaman_and_Nicobar_Islands-Vacations.html,Unknown,Unknown,Unknown,Bar
2815,bihar sharif india,201000,7,10873.0,$0.04,1,31,https://www.tripadvisor.in/Tourism-g2287431-Bihar_Sharif_Nalanda_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2816,mehrangarh fort,135000,7,10873.0,$0.32,9,50,https://www.tripadvisor.in/Attraction_Review-g297668-d320061-Reviews-Mehrangarh_Fort-Jodhpur_Jodhpur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2817,mandvi gujarat india,165000,7,16054.0,$0.10,1,23,https://www.tripadvisor.in/Attractions-g1102829-Activities-Mandvi_Kutch_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2818,nepal pashupatinath,165000,10,4224.0,$0.05,1,35,https://www.tripadvisor.in/Attraction_Review-g293890-d310712-Reviews-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html,Unknown,Unknown,Unknown,Unknown
2819,nearest restaurant near me,135000,6,16054.0,$0.32,16,39,https://www.tripadvisor.in/RestaurantsNear-g304551-d11695861-Delhi_by_Locals-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Restaurant
2820,nearby hotels,201000,10,5577.0,$0.23,27,56,https://www.tripadvisor.in/HotelsNear-g651646-d1205354-Om_Beach-Gokarna_Uttara_Kannada_District_Karnataka.html,Unknown,Unknown,Unknown,Hotel
2821,nataraja temple chidambaram,165000,10,7738.0,$0.33,1,43,https://www.tripadvisor.in/Attraction_Review-g297674-d498356-Reviews-Nataraja_Temple_Chidambaram-Tamil_Nadu.html,Unknown,Unknown,Unknown,Bar
2822,garuda mall bangalore,135000,8,5577.0,$0.09,12,23,https://www.tripadvisor.in/Attraction_Review-g297628-d6041057-Reviews-Garuda_Mall-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2823,gardens near me,165000,5,50160.0,$0.31,1,43,https://www.tripadvisor.in/Attractions-g297654-Activities-c57-t58-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2824,eateries near me,165000,6,16054.0,$0.30,14,47,https://www.tripadvisor.in/RestaurantsNear-g304551-d11695861-Delhi_by_Locals-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Restaurant
2825,hanuman temple in sarangpur,165000,12,4224.0,$0.01,1,35,https://www.tripadvisor.in/ShowUserReviews-g7321649-d3442306-r556432361-Kashtabhanjan_Hanuman_Mandir-Salangpur_Botad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2826,hanuman temple in gujarat,135000,14,3250.0,$0.17,1,32,https://www.tripadvisor.in/ShowUserReviews-g7321649-d3442306-r328300857-Kashtabhanjan_Hanuman_Mandir-Salangpur_Botad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2827,hanuman mandir in sarangpur gujarat,135000,16,2475.0,$0.17,1,46,https://www.tripadvisor.in/ShowUserReviews-g7321649-d3442306-r556432361-Kashtabhanjan_Hanuman_Mandir-Salangpur_Botad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2828,h nizamuddin,301000,27,346.0,$0,1,47,https://www.tripadvisor.in/Attraction_Review-g304551-d2427735-Reviews-Nizamuddin_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2829,gulbarga city karnataka,165000,9,7738.0,$0.11,1,35,https://www.tripadvisor.in/Attractions-g1015902-Activities-Gulbarga_Kalaburagi_District_Karnataka.html,Unknown,Unknown,Unknown,Bar
2830,temperature dehradun,135000,53,346.0,$0,1,47,https://www.tripadvisor.in/Attractions-g297687-Activities-Dehradun_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2831,veg restaurant in near me,135000,8,10873.0,$0.05,5,38,https://www.tripadvisor.in/Restaurants-g660181-zfz10665-Rajkot_Rajkot_District_Gujarat.html,Unknown,Unknown,Unknown,Restaurant
2832,nicco park,201000,13,5577.0,$0.23,5,29,https://www.tripadvisor.in/Attraction_Review-g15637456-d3613067-Reviews-Nicco_Parks_Resorts_Limited-Bidhannagar_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2833,play arena,135000,7,10873.0,$0.12,14,52,https://www.tripadvisor.in/Attraction_Review-g297628-d5894177-Reviews-Play_Arena-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2834,phoenix,165000,40,346.0,$0.59,1,60,https://www.tripadvisor.in/Tourism-g31310-Phoenix_Arizona-Vacations.html,Unknown,Unknown,Unknown,Unknown
