No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
3311,remo's,27100,1,8238,$0,1,38,https://www.zomato.com/kolkata/remos-the-coffee-shop-global-bistro-hindustan-park
3312,rameshwaram cafe bommasandra,590,14,306,$0.05,2,31,https://www.zomato.com/bangalore/maheswaram-cafe-2-bommasandra-bangalore
3313,prithvi theatre juhu,27100,16,203,$0.13,4,42,https://www.zomato.com/mumbai/prithvi-cafe-juhu
3314,prashanth nagar bangalore,27100,42,56,$0.15,3,16,https://www.zomato.com/bangalore/hotel-prashanth-vijay-nagar-bangalore
3315,paratha near me,27100,4,8238,$0.40,6,23,https://www.zomato.com/mumbai/delivery/dish-paratha
3316,pandara road,27100,3,8238,$0,2,27,https://www.zomato.com/ncr/pandara-road-delhi-restaurants
3317,hoskote biryani,27100,6,4390,$1,8,29,https://www.zomato.com/bangalore/hoskote-biryani-house-kalyan-nagar-bangalore
3318,good earth city center mall,22200,3,2636,$0,11,15,https://www.zomato.com/ncr/restaurants/in/good-earth-city-center-sector-50
3319,lemon tree gachibowli hyderabad,27100,24,62,$0.37,28,33,https://www.zomato.com/hyderabad/citrus-cafe-lemon-tree-gachibowli-financial-district
3320,kerala food,33100,15,246,$0.14,1,28,https://www.zomato.com/bangalore/restaurants/kerala
3321,juice centre near me,27100,3,4390,$0.13,3,14,https://www.zomato.com/nashik/restaurants/juices
3322,dlf horizon center,33100,2,4390,$0,1,23,https://www.zomato.com/ncr/restaurants/in/dlf-horizon-center
3323,chat ss,27100,8,915,$0,1,27,https://www.zomato.com/pune/s-s-chat-cafe-yerawada
3324,chat punjab,33100,18,116,$0.26,1,12,https://www.zomato.com/raipur/punjabi-chat-corner-civil-lines
3325,chariot resort mahabalipuram,27100,20,116,$0.15,40,23,https://www.zomato.com/chennai/restaurants/in/chariot-beach-resort-mahabalipuram
3326,cafe by soul,12100,4,8238,$0.11,1,38,https://www.zomato.com/ncr/cafe-by-soul-dlf-phase-1
3327,c i t y park jaipur,27100,66,56,$0.02,4,26,https://www.zomato.com/jaipur/restaurants
3328,galleria shopping mall,27100,7,1270,$0,4,23,https://www.zomato.com/mumbai/restaurants/in/galleria-shopping-centre-powai
3329,fish restaurant near me,27100,3,4390,$0.23,8,16,https://www.zomato.com/aurangabad/restaurants/sea-food
3330,express highway garden,27100,32,56,$0.05,5,26,https://www.zomato.com/jaipur/highway-diaries-the-garden-cafe-kukas
3331,exotica banjara hills,27100,3,8238,$0.06,1,21,https://www.zomato.com/hyderabad/exotica-banjara-hills
3332,black pearl,27100,6,1785,$0.03,8,29,https://www.zomato.com/chennai/the-black-pearl-1-sholinganallur
3333,bier library,27100,3,8238,$0.08,1,27,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore
3334,best restaurants for dinner near me,27100,4,8238,$0.29,16,18,https://www.zomato.com/restaurants-near-me
3335,best restaurants chennai,27100,4,8238,$0.31,5,23,https://www.zomato.com/chennai/restaurants
3336,best mumbai restaurants,33100,5,4390,$0.16,8,31,https://www.zomato.com/mumbai/restaurants
3337,baluchi,33100,2,8238,$0.08,1,29,https://www.zomato.com/BaluchiMumbai
3338,bakery shop near me open now,22200,5,8238,$0.07,25,23,https://www.zomato.com/bakeries-near-me
3339,amma's mess,27100,4,8238,$0.22,2,22,https://www.zomato.com/ncr/amma-mess-karol-bagh-new-delhi
3340,90 club,27100,8,533,$0.72,1,25,https://www.zomato.com/kolkata/the-90s-club-dum-dum/order
3341,raja dhaba,27100,5,4390,$0,1,27,https://www.zomato.com/ncr/raja-dhaba-gamma-1
3342,radhika authentic south indian food,27100,6,2636,$0.01,4,15,https://www.zomato.com/ahmedabad/radhikas-authentic-south-indian-food-prahlad-nagar
3343,telangana spice kitchen,22200,4,8238,$0,9,22,https://www.zomato.com/hyderabad/telangana-spice-kitchen-jubilee-hills
3344,suraj lama momos,22200,5,4390,$0.02,5,21,https://www.zomato.com/mumbai/suraj-lama-momos-7-bungalows
3345,sobo center south bopal ahmedabad,27100,8,693,$0.10,5,18,https://www.zomato.com/ahmedabad/restaurants/in/sobo-center-bopal
3346,fort aguada taj goa,27100,10,693,$0.45,64,34,https://www.zomato.com/goa/restaurants/in/taj-fort-aguada-resort-spa-candolim
3347,food near me open now,27100,4,8238,$0.06,15,22,https://www.zomato.com/restaurants-near-me
3348,dinner near me,22200,4,8238,$0.18,9,22,https://www.zomato.com/restaurants-near-me
3349,desi dhaba,27100,4,8238,$0,2,27,https://www.zomato.com/pune/desi-dhaba-hinjawadi
3350,city centre mall patna,27100,24,65,$0,1,13,https://www.zomato.com/patna/restaurants/in/ambuja-city-centre-mall
3351,nuggets,27100,12,915,$0.05,4,41,https://www.zomato.com/bangalore/restaurants/dish-chicken-nuggets
3352,mocha pune,27100,1,8238,$0,1,27,https://www.zomato.com/pune/mocha-wanowrie
3353,mocha cafe pune,18100,2,4390,$0.20,2,22,https://www.zomato.com/pune/mocha-wanowrie
3354,mayfair lagoon bhubaneswar,27100,15,246,$0.12,19,27,https://www.zomato.com/bhubaneswar/restaurants/in/mayfair-lagoon-jayadev-vihar
3355,manek chowk food market,27100,19,138,$0,2,14,https://www.zomato.com/ahmedabad/manek-sandwich-pizza-manek-chowk
3356,lal tibba scenic cafe,9900,5,4390,$0.05,1,21,https://www.zomato.com/mussoorie/lal-tibba-landour
3357,kebabs,260,10,915,$0,1,31,https://www.zomato.com/hyderabad/smoky-kebabs
3358,japanese restaurants near me,22200,4,8238,$0.41,9,14,https://www.zomato.com/japanese-restaurants-near-me
3359,ibis hyderabad,27100,8,915,$0.23,34,37,https://www.zomato.com/hyderabad/spice-it-ibis-hyderabad-hitec-city-hitech-city
3360,hyderabad biryani house hyderabad,27100,6,4390,$0.05,2,22,https://www.zomato.com/hyderabad/hyderabad-biryani-house-3-miyapur
3361,hotel ibis gurgaon,22200,10,533,$0.21,26,27,https://www.zomato.com/ncr/spice-it-ibis-gurgaon-golf-course-road-golf-course-road-gurgaon
3362,hotel hyatt place gurgaon udyog vihar,27100,18,151,$0.70,15,35,https://www.zomato.com/ncr/gallery-caf-hyatt-place-udyog-vihar
3363,handi restaurant jaipur,18100,3,8238,$0.13,7,21,https://www.zomato.com/jaipur/handi-restaurant-mi-road
3364,good cafes near me,27100,5,4390,$0.05,16,26,https://www.zomato.com/cafes-near-me
3365,glass onion restaurant,22200,3,8238,$0,7,22,https://www.zomato.com/hyderabad/the-glass-onion-gachibowli
3366,best restaurant jaipur india,27100,5,4390,$0.06,13,22,https://www.zomato.com/jaipur/restaurants
3367,bbq,27100,8,2636,$0.29,5,41,https://www.zomato.com/dehradun/restaurants/bbq
3368,bastian riviera,22200,5,4390,$0.27,3,22,https://www.zomato.com/goa/bastian-riviera-morjim
3369,bar and restaurants,33100,5,8238,$0.21,5,24,https://www.zomato.com/restaurants-near-me
3370,burger shops near me,22200,5,8238,$0.26,4,13,https://www.zomato.com/burger-restaurants-near-me
3371,amma's mess,27100,4,8238,$0.22,2,22,https://www.zomato.com/ncr/amma-mess-karol-bagh-new-delhi
3372,90 club,27100,8,533,$0.72,1,25,https://www.zomato.com/kolkata/the-90s-club-dum-dum/order
3373,yari road,22200,9,1270,$0.55,9,27,https://www.zomato.com/mumbai/casual-dining?zomato_place_id=113854
3374,yadav dhaba,22200,7,4390,$0,2,25,https://www.zomato.com/lucknow/yadav-dhaba-1-gomti-nagar
3375,telangana spice kitchen,22200,4,8238,$0,9,22,https://www.zomato.com/hyderabad/telangana-spice-kitchen-jubilee-hills
3376,suraj lama momos,22200,5,4390,$0.02,5,21,https://www.zomato.com/mumbai/suraj-lama-momos-7-bungalows
3377,sobo center south bopal ahmedabad,27100,8,693,$0.10,5,18,https://www.zomato.com/ahmedabad/restaurants/in/sobo-center-bopal
3378,nuggets,27100,12,915,$0.05,4,41,https://www.zomato.com/bangalore/restaurants/dish-chicken-nuggets
3379,mocha pune,27100,1,8238,$0,1,27,https://www.zomato.com/pune/mocha-wanowrie
3380,mocha cafe pune,18100,2,4390,$0.20,2,22,https://www.zomato.com/pune/mocha-wanowrie
3381,mayfair lagoon bhubaneswar,27100,15,246,$0.12,19,27,https://www.zomato.com/bhubaneswar/restaurants/in/mayfair-lagoon-jayadev-vihar
3382,manek chowk food market,27100,19,138,$0,2,14,https://www.zomato.com/ahmedabad/manek-sandwich-pizza-manek-chowk
3383,lal tibba scenic cafe,9900,5,4390,$0.05,1,21,https://www.zomato.com/mussoorie/lal-tibba-landour
3384,kebabs,260,10,915,$0,1,31,https://www.zomato.com/hyderabad/smoky-kebabs
3385,japanese restaurants near me,22200,4,8238,$0.41,9,14,https://www.zomato.com/japanese-restaurants-near-me
3386,ibis hyderabad,27100,8,915,$0.23,34,37,https://www.zomato.com/hyderabad/spice-it-ibis-hyderabad-hitec-city-hitech-city
3387,hyderabad biryani house hyderabad,27100,6,4390,$0.05,2,22,https://www.zomato.com/hyderabad/hyderabad-biryani-house-3-miyapur
3388,hotel ibis gurgaon,22200,10,533,$0.21,26,27,https://www.zomato.com/ncr/spice-it-ibis-gurgaon-golf-course-road-golf-course-road-gurgaon
3389,hotel hyatt place gurgaon udyog vihar,27100,18,151,$0.70,15,35,https://www.zomato.com/ncr/gallery-caf-hyatt-place-udyog-vihar
3390,handi restaurant jaipur,18100,3,8238,$0.13,7,21,https://www.zomato.com/jaipur/handi-restaurant-mi-road
3391,good cafes near me,27100,5,4390,$0.05,16,26,https://www.zomato.com/cafes-near-me
3392,glass onion restaurant,22200,3,8238,$0,7,22,https://www.zomato.com/hyderabad/the-glass-onion-gachibowli
3393,best restaurant jaipur india,27100,5,4390,$0.06,13,22,https://www.zomato.com/jaipur/restaurants
3394,bbq,27100,8,2636,$0.29,5,41,https://www.zomato.com/dehradun/restaurants/bbq
3395,bastian riviera,22200,5,4390,$0.27,3,22,https://www.zomato.com/goa/bastian-riviera-morjim
3396,bar and restaurants,33100,5,8238,$0.21,5,24,https://www.zomato.com/restaurants-near-me
3397,burger shops near me,22200,5,8238,$0.26,4,13,https://www.zomato.com/burger-restaurants-near-me
3398,fort aguada taj goa,27100,10,693,$0.45,64,34,https://www.zomato.com/goa/restaurants/in/taj-fort-aguada-resort-spa-candolim
3399,food near me open now,27100,4,8238,$0.06,15,22,https://www.zomato.com/restaurants-near-me
3400,dinner near me,22200,4,8238,$0.18,9,22,https://www.zomato.com/restaurants-near-me
3401,desi dhaba,27100,4,8238,$0,2,27,https://www.zomato.com/pune/desi-dhaba-hinjawadi
3402,city centre mall patna,27100,24,65,$0,1,13,https://www.zomato.com/patna/restaurants/in/ambuja-city-centre-mall
3403,raja dhaba,27100,5,4390,$0,1,27,https://www.zomato.com/ncr/raja-dhaba-gamma-1
3404,radhika authentic south indian food,27100,6,2636,$0.01,4,15,https://www.zomato.com/ahmedabad/radhikas-authentic-south-indian-food-prahlad-nagar
3405,vadapalani vijaya mall,27100,16,159,$0.15,4,22,https://www.zomato.com/chennai/restaurants/in/forum-vijaya-mall-vadapalani
3406,unity one mall janakpuri,9900,4,2636,$0.20,8,19,https://www.zomato.com/ncr/restaurants/in/unity-one-mall-janakpuri
3407,the autumn house,18100,3,8238,$0.16,5,48,https://www.zomato.com/ncr/the-autumn-house-sector-72-noida
3408,hotel the royal plaza new delhi delhi,27100,19,116,$0.43,17,43,https://www.zomato.com/ncr/restaurants/in/hotel-the-royal-plaza-janpath
3409,hotel itc sonar kolkata,27100,18,151,$0.75,56,35,https://www.zomato.com/kolkata/restaurants/in/itc-sonar
3410,hotel greenpark bengaluru,27100,21,109,$0.50,17,21,https://www.zomato.com/bangalore/loka-greenpark-hotels-bannerghatta-road-bangalore
3411,highway near me,18100,17,246,$0,1,18,https://www.zomato.com/mumbai/highway-bar-restaurant-jogeshwari
3412,grand mercure bangalore,33100,13,306,$0.23,23,29,https://www.zomato.com/bangalore/restaurants/in/grand-mercure-koramangala
3413,good restaurants in chennai,22200,4,8238,$0.05,9,31,https://www.zomato.com/chennai/restaurants
3414,ibis hosur road,27100,11,406,$0.29,20,28,https://www.zomato.com/bangalore/spice-it-ibis-bengaluru-hosur-road-bommanahalli-bangalore
3415,hyderabad biryani house,18100,6,4390,$0.22,2,19,https://www.zomato.com/bangalore/hyderabad-biryaani-house-since-2003-richmond-road-bangalore
3416,restaurants that deliver,27100,4,2636,$0.14,2,27,https://www.zomato.com/bangalore/delivery
3417,restaurant who delivers,27100,9,1270,$0.14,2,24,https://www.zomato.com/kolkata/food-truck?category=1
3418,restaurant and delivery,27100,6,2636,$0.14,2,29,https://www.zomato.com/bangalore/delivery
3419,resorts in ecr,40500,88,56,$0.12,98,55,https://www.zomato.com/chennai/restaurants
3420,the second house,27100,4,4390,$0.08,3,29,https://www.zomato.com/goa/the-second-house-saligao
3421,the leela gandhinagar,27100,8,915,$0.19,10,25,https://www.zomato.com/ahmedabad/diya-the-leela-sector-16-gandhinagar
3422,surya bakery,27100,6,2636,$0.08,3,21,https://www.zomato.com/dharapuram/surya-bakery-dharapuram-locality/order
3423,mansarovar plaza jaipur,22200,10,915,$0,9,22,https://www.zomato.com/jaipur/restaurants/in/mansarovar-plaza-mansarovar
3424,khar social mumbai maharashtra,27100,1,8238,$0.11,3,22,https://www.zomato.com/KharSocial
3425,jp nagar restaurant bangalore,27100,4,8238,$0.04,11,24,https://www.zomato.com/bangalore/jp-nagar-restaurants
3426,jayanagar 9th block,27100,16,246,$0.47,7,24,https://www.zomato.com/bangalore/jayanagara-9th-block-restaurants
3427,j w marriott mussoorie,27100,16,159,$0.29,52,29,https://www.zomato.com/mussoorie/restaurants/in/jw-marriott-mussoorie-walnut-grove-resort-spa-kempty-fall
3428,itc sonar kolkata,33100,10,533,$1.08,59,40,https://www.zomato.com/kolkata/restaurants/in/itc-sonar
3429,pullman chennai anna salai,14800,10,533,$0.42,28,23,https://www.zomato.com/chennai/mercato-at-pullman-chennai-anna-salai-by-accor-anna-salai
3430,poseidon's,27100,11,533,$0.16,1,43,https://www.zomato.com/goa/poseidons-cove-planet-hollywood-majorda
3431,oh dough,9900,3,8238,$0.42,7,31,https://www.zomato.com/mumbai/oh-dough-fort
3432,o pedro bkc,22200,4,4390,$0,4,21,https://www.zomato.com/mumbai/o-pedro-bandra-kurla-complex
3433,nearest cake shops,27100,4,8238,$0.10,34,23,https://www.zomato.com/bakeries-near-me
3434,mothers veg plaza,22200,5,4390,$0.14,7,22,https://www.zomato.com/trivandrum/mothers-veg-plaza-palayam
3435,mint chennai,27100,14,406,$0.11,4,22,https://www.zomato.com/chennai/mint-cafe-guindy
3436,crowne plaza rohini,27100,10,915,$0.10,53,37,https://www.zomato.com/ncr/restaurants/in/crowne-plaza-hotel-rohini
3437,cross river mall,60500,4,2636,$0,3,32,https://www.zomato.com/ncr/restaurants/in/cross-river-mall-shahadra
3438,concept shawarma,18100,3,8238,$0,7,26,https://www.zomato.com/ncr/concept-shawarma-defence-colony-new-delhi
3439,club babylon,27100,16,306,$0,6,28,https://www.zomato.com/ahmedabad/savannah-club-babylon-sola
3440,cakes tiramisu,27100,30,62,$0.17,43,30,https://www.zomato.com/chennai/restaurants/dish-tiramisu-cake
3441,burger singh near me,22200,7,2636,$0.14,4,13,https://www.zomato.com/ncr/burger-singh-big-punjabi-burgers-raj-nagar-ghaziabad
3442,best restaurants in pune,27100,4,8238,$0.37,9,16,https://www.zomato.com/pune/dine-out
3443,bandra born,27100,4,4390,$0.19,3,27,https://www.zomato.com/mumbai/bandra-born-bandstand-bandra-west
3444,baklava sweets,18100,22,138,$0.09,92,51,https://www.zomato.com/hyderabad/gourmet-baklava-banjara-hills
3445,bakingo near me,22200,10,915,$0.26,45,33,https://www.zomato.com/mumbai/bakingo-cakes-and-desserts-sanpada-navi-mumbai
3446,auto stand,27100,80,56,$0.04,2,42,https://www.zomato.com/kolkata/bar?landmark_id=274706
3447,4 am biryani near me,27100,5,8238,$0.21,3,14,https://www.zomato.com/hyderabad/4am-biryani-madhapur
3448,1st street,27100,31,56,$0.15,4,35,https://www.zomato.com/ncr/cafe-street-1-alpha-1-greater-noida
3449,yes minister bowling bar & kitchen,22200,6,2636,$0.26,9,14,https://www.zomato.com/ncr/yes-minister-pub-kitchen-adchini-new-delhi
3450,unlocked cafe,27100,3,8238,$0.06,3,21,https://www.zomato.com/ahmedabad/unlocked-navrangpura
3451,m block market gk 1,27100,2,8238,$0.04,1,27,https://www.zomato.com/ncr/restaurants/in/m-block-market-greater-kailash-1-gk1
3452,late check out,27100,1,8238,$0.10,3,19,https://www.zomato.com/mumbai/late-checkout-lower-parel
3453,restaurant jp nagar bangalore,27100,6,4390,$0.03,10,22,https://www.zomato.com/bangalore/jp-nagar-restaurants
3454,restaurant for delivery,27100,6,2636,$0.14,2,29,https://www.zomato.com/bangalore/delivery
3455,rama krishna hotel mumbai,27100,6,2636,$0.24,3,20,https://www.zomato.com/mumbai/rama-krishna-vile-parle-east
3456,raffles jaipur,33100,15,203,$0.05,36,38,https://www.zomato.com/jaipur/raffles-amer
3457,pump house,27100,4,8238,$0,3,27,https://www.zomato.com/bangalore/the-pump-house-1-jp-nagar-bangalore
3458,prithvi theatre in mumbai,27100,13,246,$0.13,4,44,https://www.zomato.com/mumbai/prithvi-cafe-juhu
3459,pinky vodka,27100,6,1270,$0,1,17,https://www.zomato.com/mumbai/restaurants/dish-pinky-vodka
3460,nearby cake stores,27100,4,8238,$0.11,37,25,https://www.zomato.com/bakeries-near-me
3461,shreyas hotel pune,27100,1,8238,$0.15,14,26,https://www.zomato.com/pune/hotel-shreyas-deccan-gymkhana
3462,royalty restaurant,27100,2,8238,$0.09,2,25,https://www.zomato.com/surat/royalty-kitchen-adajan-gam
3463,royal plaza,27100,7,915,$0.29,4,28,https://www.zomato.com/ncr/restaurants/in/hotel-the-royal-plaza-janpath
3464,restaurants near me for lunch,27100,2,8238,$0.26,15,18,https://www.zomato.com/restaurants-near-me
3465,restaurants near me for breakfast,27100,5,2636,$0.30,7,16,https://www.zomato.com/ncr/great-breakfasts
3466,khau galli,27100,6,4390,$0,9,29,https://www.zomato.com/mumbai/khau-gali-marine-lines
3467,karim's original from jama masjid delhi-6,33100,4,8238,$0.09,2,21,https://www.zomato.com/kolkata/karims-original-from-jama-masjid-delhi-6-hatibagan
3468,itc grand chola chennai,27100,23,65,$0.35,59,31,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
3469,ibis gurgaon hotel,27100,26,59,$0.64,21,24,https://www.zomato.com/ncr/spice-it-ibis-gurgaon-golf-course-road-golf-course-road-gurgaon/menu
3470,hyatt ahmedabad,33100,5,1785,$0.54,30,37,https://www.zomato.com/ahmedabad/restaurants/in/hyatt
3471,hotel bharath,22200,9,1270,$0.12,1,25,https://www.zomato.com/vi/thrissur/hotel-bharath-vegetarian-poothole/reviews?amp=1
3472,haryana mewat dhaba,27100,15,246,$0.03,1,18,https://www.zomato.com/ncr/haryana-dhaba-3-pandav-nagar-new-delhi
3473,hard rock hotel goa,27100,10,693,$0.13,40,26,https://www.zomato.com/goa/sessions-hard-rock-hotel-calangute
3474,elloras dehradun,27100,6,2636,$0.20,4,28,https://www.zomato.com/dehradun/elloras-melting-moments-chukkuwala
3475,dal khichdi,27100,45,56,$0.14,1,27,https://www.zomato.com/chhindwara?zpwa=true
3476,cake miniature,27100,33,56,$0.04,97,34,https://www.zomato.com/bangalore/mini-cake-1-btm-bangalore/order
3477,brunch near me,9900,6,2636,$0.05,4,37,https://www.zomato.com/ncr/restaurantes?brunch=1
3478,best restaurants in jaipur,27100,4,8238,$0.43,14,18,https://www.zomato.com/jaipur/restaurants
3479,best food restaurants in jaipur,27100,4,8238,$0.06,13,24,https://www.zomato.com/jaipur/restaurants
3480,basta,22200,13,406,$0,1,37,https://www.zomato.com/vadodara/basta-gotri/reviews
3481,bar and restaurant,27100,5,4390,$0.19,4,23,https://www.zomato.com/ncr/bar
3482,9th block jayanagar,27100,18,159,$0.12,5,23,https://www.zomato.com/bangalore/jayanagara-9th-block-restaurants
3483,7 11,27100,19,151,$0.04,1,66,https://www.zomato.com/mumbai/seven-eleven-fine-dine-mira-road
3484,10 downing street,27100,4,4390,$0,3,22,https://www.zomato.com/kolkata/10-downing-street-sector-5-salt-lake
3485,whole foods,27100,7,1270,$0.47,2,27,https://www.zomato.com/ncr/whole-foods-hauz-khas-new-delhi
3486,good restaurants near me for dinner,27100,4,8238,$0.05,16,72,https://www.zomato.com/restaurants-near-me
3487,surajkund taj,27100,9,693,$0.25,69,23,https://www.zomato.com/ncr/restaurants/in/taj-surajkund-resort-spa-delhi-ncr
3488,stories brewery & kitchen,22200,3,8238,$0.57,11,15,https://www.zomato.com/bangalore/stories-brewery-kitchen-btm-bangalore
3489,southern star mysore,27100,49,56,$0.37,44,35,https://www.zomato.com/mysore/zest-2-yadavgiri
